model	path
CTCF_Blood	data/ENPACT_734_2024-07-26/models/CTCF_Blood/CTCF_Blood_2024-07-26.logistic.rds
CTCF_Bone	data/ENPACT_734_2024-07-26/models/CTCF_Bone/CTCF_Bone_2024-07-26.logistic.rds
CTCF_BoneMarrow	data/ENPACT_734_2024-07-26/models/CTCF_BoneMarrow/CTCF_BoneMarrow_2024-07-26.logistic.rds
CTCF_Brain	data/ENPACT_734_2024-07-26/models/CTCF_Brain/CTCF_Brain_2024-07-26.logistic.rds
CTCF_Breast	data/ENPACT_734_2024-07-26/models/CTCF_Breast/CTCF_Breast_2024-07-26.logistic.rds
CTCF_Cerebellum	data/ENPACT_734_2024-07-26/models/CTCF_Cerebellum/CTCF_Cerebellum_2024-07-26.logistic.rds
CTCF_Cervix	data/ENPACT_734_2024-07-26/models/CTCF_Cervix/CTCF_Cervix_2024-07-26.logistic.rds
CTCF_Colon	data/ENPACT_734_2024-07-26/models/CTCF_Colon/CTCF_Colon_2024-07-26.logistic.rds
CTCF_ConnectiveTissue	data/ENPACT_734_2024-07-26/models/CTCF_ConnectiveTissue/CTCF_ConnectiveTissue_2024-07-26.logistic.rds
CTCF_Cordblood	data/ENPACT_734_2024-07-26/models/CTCF_Cordblood/CTCF_Cordblood_2024-07-26.logistic.rds
CTCF_Embryo	data/ENPACT_734_2024-07-26/models/CTCF_Embryo/CTCF_Embryo_2024-07-26.logistic.rds
CTCF_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/CTCF_EmbryonicKidney/CTCF_EmbryonicKidney_2024-07-26.logistic.rds
CTCF_Endometrium	data/ENPACT_734_2024-07-26/models/CTCF_Endometrium/CTCF_Endometrium_2024-07-26.logistic.rds
CTCF_Esophagus	data/ENPACT_734_2024-07-26/models/CTCF_Esophagus/CTCF_Esophagus_2024-07-26.logistic.rds
CTCF_Eye	data/ENPACT_734_2024-07-26/models/CTCF_Eye/CTCF_Eye_2024-07-26.logistic.rds
CTCF_FetalLiver	data/ENPACT_734_2024-07-26/models/CTCF_FetalLiver/CTCF_FetalLiver_2024-07-26.logistic.rds
CTCF_FetalLung	data/ENPACT_734_2024-07-26/models/CTCF_FetalLung/CTCF_FetalLung_2024-07-26.logistic.rds
CTCF_Foreskin	data/ENPACT_734_2024-07-26/models/CTCF_Foreskin/CTCF_Foreskin_2024-07-26.logistic.rds
CTCF_Gingiva	data/ENPACT_734_2024-07-26/models/CTCF_Gingiva/CTCF_Gingiva_2024-07-26.logistic.rds
CTCF_Heart	data/ENPACT_734_2024-07-26/models/CTCF_Heart/CTCF_Heart_2024-07-26.logistic.rds
CTCF_Kidney	data/ENPACT_734_2024-07-26/models/CTCF_Kidney/CTCF_Kidney_2024-07-26.logistic.rds
CTCF_Liver	data/ENPACT_734_2024-07-26/models/CTCF_Liver/CTCF_Liver_2024-07-26.logistic.rds
CTCF_Lung	data/ENPACT_734_2024-07-26/models/CTCF_Lung/CTCF_Lung_2024-07-26.logistic.rds
CTCF_MammaryGland	data/ENPACT_734_2024-07-26/models/CTCF_MammaryGland/CTCF_MammaryGland_2024-07-26.logistic.rds
CTCF_Pancreas	data/ENPACT_734_2024-07-26/models/CTCF_Pancreas/CTCF_Pancreas_2024-07-26.logistic.rds
CTCF_PancreaticIslet	data/ENPACT_734_2024-07-26/models/CTCF_PancreaticIslet/CTCF_PancreaticIslet_2024-07-26.logistic.rds
CTCF_Prostate	data/ENPACT_734_2024-07-26/models/CTCF_Prostate/CTCF_Prostate_2024-07-26.logistic.rds
CTCF_PulmonaryArtery	data/ENPACT_734_2024-07-26/models/CTCF_PulmonaryArtery/CTCF_PulmonaryArtery_2024-07-26.logistic.rds
CTCF_Retina	data/ENPACT_734_2024-07-26/models/CTCF_Retina/CTCF_Retina_2024-07-26.logistic.rds
CTCF_SigmoidColon	data/ENPACT_734_2024-07-26/models/CTCF_SigmoidColon/CTCF_SigmoidColon_2024-07-26.logistic.rds
CTCF_SkeletalMuscle	data/ENPACT_734_2024-07-26/models/CTCF_SkeletalMuscle/CTCF_SkeletalMuscle_2024-07-26.logistic.rds
CTCF_Skin	data/ENPACT_734_2024-07-26/models/CTCF_Skin/CTCF_Skin_2024-07-26.logistic.rds
CTCF_SpinalCord	data/ENPACT_734_2024-07-26/models/CTCF_SpinalCord/CTCF_SpinalCord_2024-07-26.logistic.rds
CTCF_Spleen	data/ENPACT_734_2024-07-26/models/CTCF_Spleen/CTCF_Spleen_2024-07-26.logistic.rds
CTCF_Stomach	data/ENPACT_734_2024-07-26/models/CTCF_Stomach/CTCF_Stomach_2024-07-26.logistic.rds
CTCF_UmbilicalVein	data/ENPACT_734_2024-07-26/models/CTCF_UmbilicalVein/CTCF_UmbilicalVein_2024-07-26.logistic.rds
CTCF_gastroesophagealsphincter	data/ENPACT_734_2024-07-26/models/CTCF_gastroesophagealsphincter/CTCF_gastroesophagealsphincter_2024-07-26.logistic.rds
CTCFL_BoneMarrow	data/ENPACT_734_2024-07-26/models/CTCFL_BoneMarrow/CTCFL_BoneMarrow_2024-07-26.logistic.rds
CTCFL_Breast	data/ENPACT_734_2024-07-26/models/CTCFL_Breast/CTCFL_Breast_2024-07-26.logistic.rds
CTCFL_Colon	data/ENPACT_734_2024-07-26/models/CTCFL_Colon/CTCFL_Colon_2024-07-26.logistic.rds
CUX1_Blood	data/ENPACT_734_2024-07-26/models/CUX1_Blood/CUX1_Blood_2024-07-26.logistic.rds
CUX1_BoneMarrow	data/ENPACT_734_2024-07-26/models/CUX1_BoneMarrow/CUX1_BoneMarrow_2024-07-26.logistic.rds
CUX1_Breast	data/ENPACT_734_2024-07-26/models/CUX1_Breast/CUX1_Breast_2024-07-26.logistic.rds
DLX1_Colon	data/ENPACT_734_2024-07-26/models/DLX1_Colon/DLX1_Colon_2024-07-26.logistic.rds
DMC1_Testis	data/ENPACT_734_2024-07-26/models/DMC1_Testis/DMC1_Testis_2024-07-26.logistic.rds
DUX4_Muscle	data/ENPACT_734_2024-07-26/models/DUX4_Muscle/DUX4_Muscle_2024-07-26.logistic.rds
DUX4_SkeletalMuscle	data/ENPACT_734_2024-07-26/models/DUX4_SkeletalMuscle/DUX4_SkeletalMuscle_2024-07-26.logistic.rds
E2F1_Blood	data/ENPACT_734_2024-07-26/models/E2F1_Blood/E2F1_Blood_2024-07-26.logistic.rds
E2F1_BoneMarrow	data/ENPACT_734_2024-07-26/models/E2F1_BoneMarrow/E2F1_BoneMarrow_2024-07-26.logistic.rds
E2F1_Breast	data/ENPACT_734_2024-07-26/models/E2F1_Breast/E2F1_Breast_2024-07-26.logistic.rds
E2F1_Cervix	data/ENPACT_734_2024-07-26/models/E2F1_Cervix/E2F1_Cervix_2024-07-26.logistic.rds
E2F1_MammaryGland	data/ENPACT_734_2024-07-26/models/E2F1_MammaryGland/E2F1_MammaryGland_2024-07-26.logistic.rds
E2F1_Prostate	data/ENPACT_734_2024-07-26/models/E2F1_Prostate/E2F1_Prostate_2024-07-26.logistic.rds
E2F1_UmbilicalCord	data/ENPACT_734_2024-07-26/models/E2F1_UmbilicalCord/E2F1_UmbilicalCord_2024-07-26.logistic.rds
E2F3_Colon	data/ENPACT_734_2024-07-26/models/E2F3_Colon/E2F3_Colon_2024-07-26.logistic.rds
E2F4_Adipose	data/ENPACT_734_2024-07-26/models/E2F4_Adipose/E2F4_Adipose_2024-07-26.logistic.rds
E2F4_Blood	data/ENPACT_734_2024-07-26/models/E2F4_Blood/E2F4_Blood_2024-07-26.logistic.rds
E2F4_BoneMarrow	data/ENPACT_734_2024-07-26/models/E2F4_BoneMarrow/E2F4_BoneMarrow_2024-07-26.logistic.rds
E2F4_Breast	data/ENPACT_734_2024-07-26/models/E2F4_Breast/E2F4_Breast_2024-07-26.logistic.rds
E2F4_Cervix	data/ENPACT_734_2024-07-26/models/E2F4_Cervix/E2F4_Cervix_2024-07-26.logistic.rds
E2F6_BoneMarrow	data/ENPACT_734_2024-07-26/models/E2F6_BoneMarrow/E2F6_BoneMarrow_2024-07-26.logistic.rds
E2F6_Cervix	data/ENPACT_734_2024-07-26/models/E2F6_Cervix/E2F6_Cervix_2024-07-26.logistic.rds
E2F6_Embryo	data/ENPACT_734_2024-07-26/models/E2F6_Embryo/E2F6_Embryo_2024-07-26.logistic.rds
E2F6_Lung	data/ENPACT_734_2024-07-26/models/E2F6_Lung/E2F6_Lung_2024-07-26.logistic.rds
E2F7_Colon	data/ENPACT_734_2024-07-26/models/E2F7_Colon/E2F7_Colon_2024-07-26.logistic.rds
E2F7_Lung	data/ENPACT_734_2024-07-26/models/E2F7_Lung/E2F7_Lung_2024-07-26.logistic.rds
EBF1_Adipose	data/ENPACT_734_2024-07-26/models/EBF1_Adipose/EBF1_Adipose_2024-07-26.logistic.rds
EBF1_Blood	data/ENPACT_734_2024-07-26/models/EBF1_Blood/EBF1_Blood_2024-07-26.logistic.rds
EGR1_Blood	data/ENPACT_734_2024-07-26/models/EGR1_Blood/EGR1_Blood_2024-07-26.logistic.rds
EGR1_BoneMarrow	data/ENPACT_734_2024-07-26/models/EGR1_BoneMarrow/EGR1_BoneMarrow_2024-07-26.logistic.rds
EGR1_Breast	data/ENPACT_734_2024-07-26/models/EGR1_Breast/EGR1_Breast_2024-07-26.logistic.rds
EGR1_Colon	data/ENPACT_734_2024-07-26/models/EGR1_Colon/EGR1_Colon_2024-07-26.logistic.rds
EGR1_Embryo	data/ENPACT_734_2024-07-26/models/EGR1_Embryo/EGR1_Embryo_2024-07-26.logistic.rds
EGR1_Endometrium	data/ENPACT_734_2024-07-26/models/EGR1_Endometrium/EGR1_Endometrium_2024-07-26.logistic.rds
EGR2_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/EGR2_EmbryonicKidney/EGR2_EmbryonicKidney_2024-07-26.logistic.rds
ELF1_Blood	data/ENPACT_734_2024-07-26/models/ELF1_Blood/ELF1_Blood_2024-07-26.logistic.rds
ELF1_BoneMarrow	data/ENPACT_734_2024-07-26/models/ELF1_BoneMarrow/ELF1_BoneMarrow_2024-07-26.logistic.rds
ELF1_Brain	data/ENPACT_734_2024-07-26/models/ELF1_Brain/ELF1_Brain_2024-07-26.logistic.rds
ELF1_Breast	data/ENPACT_734_2024-07-26/models/ELF1_Breast/ELF1_Breast_2024-07-26.logistic.rds
ELF1_Colon	data/ENPACT_734_2024-07-26/models/ELF1_Colon/ELF1_Colon_2024-07-26.logistic.rds
ELF1_Liver	data/ENPACT_734_2024-07-26/models/ELF1_Liver/ELF1_Liver_2024-07-26.logistic.rds
ELF1_Lung	data/ENPACT_734_2024-07-26/models/ELF1_Lung/ELF1_Lung_2024-07-26.logistic.rds
ELF3_Pancreaticductal	data/ENPACT_734_2024-07-26/models/ELF3_Pancreaticductal/ELF3_Pancreaticductal_2024-07-26.logistic.rds
ELK1_Blood	data/ENPACT_734_2024-07-26/models/ELK1_Blood/ELK1_Blood_2024-07-26.logistic.rds
ELK1_BoneMarrow	data/ENPACT_734_2024-07-26/models/ELK1_BoneMarrow/ELK1_BoneMarrow_2024-07-26.logistic.rds
ELK1_Breast	data/ENPACT_734_2024-07-26/models/ELK1_Breast/ELK1_Breast_2024-07-26.logistic.rds
ELK1_Cervix	data/ENPACT_734_2024-07-26/models/ELK1_Cervix/ELK1_Cervix_2024-07-26.logistic.rds
ELK4_Cervix	data/ENPACT_734_2024-07-26/models/ELK4_Cervix/ELK4_Cervix_2024-07-26.logistic.rds
EOMES_Embryo	data/ENPACT_734_2024-07-26/models/EOMES_Embryo/EOMES_Embryo_2024-07-26.logistic.rds
EPAS1_Kidney	data/ENPACT_734_2024-07-26/models/EPAS1_Kidney/EPAS1_Kidney_2024-07-26.logistic.rds
ERG_Blood	data/ENPACT_734_2024-07-26/models/ERG_Blood/ERG_Blood_2024-07-26.logistic.rds
ERG_BoneMarrow	data/ENPACT_734_2024-07-26/models/ERG_BoneMarrow/ERG_BoneMarrow_2024-07-26.logistic.rds
ERG_Breast	data/ENPACT_734_2024-07-26/models/ERG_Breast/ERG_Breast_2024-07-26.logistic.rds
ERG_Prostate	data/ENPACT_734_2024-07-26/models/ERG_Prostate/ERG_Prostate_2024-07-26.logistic.rds
ESR1_Bone	data/ENPACT_734_2024-07-26/models/ESR1_Bone/ESR1_Bone_2024-07-26.logistic.rds
ESR1_Breast	data/ENPACT_734_2024-07-26/models/ESR1_Breast/ESR1_Breast_2024-07-26.logistic.rds
ESR1_Endometrium	data/ENPACT_734_2024-07-26/models/ESR1_Endometrium/ESR1_Endometrium_2024-07-26.logistic.rds
ESR1_MammaryGland	data/ENPACT_734_2024-07-26/models/ESR1_MammaryGland/ESR1_MammaryGland_2024-07-26.logistic.rds
ESR1_Prostate	data/ENPACT_734_2024-07-26/models/ESR1_Prostate/ESR1_Prostate_2024-07-26.logistic.rds
ESR1_Uterus	data/ENPACT_734_2024-07-26/models/ESR1_Uterus/ESR1_Uterus_2024-07-26.logistic.rds
ESR1_endometrioidadenocarcinoma	data/ENPACT_734_2024-07-26/models/ESR1_endometrioidadenocarcinoma/ESR1_endometrioidadenocarcinoma_2024-07-26.logistic.rds
ESRRA_Blood	data/ENPACT_734_2024-07-26/models/ESRRA_Blood/ESRRA_Blood_2024-07-26.logistic.rds
ESRRA_Breast	data/ENPACT_734_2024-07-26/models/ESRRA_Breast/ESRRA_Breast_2024-07-26.logistic.rds
ESRRA_Liver	data/ENPACT_734_2024-07-26/models/ESRRA_Liver/ESRRA_Liver_2024-07-26.logistic.rds
ETS1_Blood	data/ENPACT_734_2024-07-26/models/ETS1_Blood/ETS1_Blood_2024-07-26.logistic.rds
ETS1_BoneMarrow	data/ENPACT_734_2024-07-26/models/ETS1_BoneMarrow/ETS1_BoneMarrow_2024-07-26.logistic.rds
ETS1_Lung	data/ENPACT_734_2024-07-26/models/ETS1_Lung/ETS1_Lung_2024-07-26.logistic.rds
ETS1_Pancreas	data/ENPACT_734_2024-07-26/models/ETS1_Pancreas/ETS1_Pancreas_2024-07-26.logistic.rds
ETS1_Prostate	data/ENPACT_734_2024-07-26/models/ETS1_Prostate/ETS1_Prostate_2024-07-26.logistic.rds
ETS1_UmbilicalVein	data/ENPACT_734_2024-07-26/models/ETS1_UmbilicalVein/ETS1_UmbilicalVein_2024-07-26.logistic.rds
ETV1_BoneMarrow	data/ENPACT_734_2024-07-26/models/ETV1_BoneMarrow/ETV1_BoneMarrow_2024-07-26.logistic.rds
ETV1_Prostate	data/ENPACT_734_2024-07-26/models/ETV1_Prostate/ETV1_Prostate_2024-07-26.logistic.rds
ETV1_Stomach	data/ENPACT_734_2024-07-26/models/ETV1_Stomach/ETV1_Stomach_2024-07-26.logistic.rds
ETV4_Liver	data/ENPACT_734_2024-07-26/models/ETV4_Liver/ETV4_Liver_2024-07-26.logistic.rds
ETV4_Prostate	data/ENPACT_734_2024-07-26/models/ETV4_Prostate/ETV4_Prostate_2024-07-26.logistic.rds
FLI1_Blood	data/ENPACT_734_2024-07-26/models/FLI1_Blood/FLI1_Blood_2024-07-26.logistic.rds
FLI1_BoneMarrow	data/ENPACT_734_2024-07-26/models/FLI1_BoneMarrow/FLI1_BoneMarrow_2024-07-26.logistic.rds
FLI1_Brain	data/ENPACT_734_2024-07-26/models/FLI1_Brain/FLI1_Brain_2024-07-26.logistic.rds
FLI1_Cordblood	data/ENPACT_734_2024-07-26/models/FLI1_Cordblood/FLI1_Cordblood_2024-07-26.logistic.rds
FLI1_Muscle	data/ENPACT_734_2024-07-26/models/FLI1_Muscle/FLI1_Muscle_2024-07-26.logistic.rds
FLI1_Pleura	data/ENPACT_734_2024-07-26/models/FLI1_Pleura/FLI1_Pleura_2024-07-26.logistic.rds
FLI1_UmbilicalVein	data/ENPACT_734_2024-07-26/models/FLI1_UmbilicalVein/FLI1_UmbilicalVein_2024-07-26.logistic.rds
FOS_Blood	data/ENPACT_734_2024-07-26/models/FOS_Blood/FOS_Blood_2024-07-26.logistic.rds
FOS_BoneMarrow	data/ENPACT_734_2024-07-26/models/FOS_BoneMarrow/FOS_BoneMarrow_2024-07-26.logistic.rds
FOS_Breast	data/ENPACT_734_2024-07-26/models/FOS_Breast/FOS_Breast_2024-07-26.logistic.rds
FOS_Cervix	data/ENPACT_734_2024-07-26/models/FOS_Cervix/FOS_Cervix_2024-07-26.logistic.rds
FOS_UmbilicalVein	data/ENPACT_734_2024-07-26/models/FOS_UmbilicalVein/FOS_UmbilicalVein_2024-07-26.logistic.rds
FOSL1_BoneMarrow	data/ENPACT_734_2024-07-26/models/FOSL1_BoneMarrow/FOSL1_BoneMarrow_2024-07-26.logistic.rds
FOSL1_Breast	data/ENPACT_734_2024-07-26/models/FOSL1_Breast/FOSL1_Breast_2024-07-26.logistic.rds
FOSL1_Colon	data/ENPACT_734_2024-07-26/models/FOSL1_Colon/FOSL1_Colon_2024-07-26.logistic.rds
FOSL1_MammaryGland	data/ENPACT_734_2024-07-26/models/FOSL1_MammaryGland/FOSL1_MammaryGland_2024-07-26.logistic.rds
FOSL2_Brain	data/ENPACT_734_2024-07-26/models/FOSL2_Brain/FOSL2_Brain_2024-07-26.logistic.rds
FOSL2_Breast	data/ENPACT_734_2024-07-26/models/FOSL2_Breast/FOSL2_Breast_2024-07-26.logistic.rds
FOSL2_Endometrium	data/ENPACT_734_2024-07-26/models/FOSL2_Endometrium/FOSL2_Endometrium_2024-07-26.logistic.rds
FOSL2_Liver	data/ENPACT_734_2024-07-26/models/FOSL2_Liver/FOSL2_Liver_2024-07-26.logistic.rds
FOSL2_Lung	data/ENPACT_734_2024-07-26/models/FOSL2_Lung/FOSL2_Lung_2024-07-26.logistic.rds
FOXA1_Breast	data/ENPACT_734_2024-07-26/models/FOXA1_Breast/FOXA1_Breast_2024-07-26.logistic.rds
FOXA1_Embryo	data/ENPACT_734_2024-07-26/models/FOXA1_Embryo/FOXA1_Embryo_2024-07-26.logistic.rds
FOXA1_Endometrium	data/ENPACT_734_2024-07-26/models/FOXA1_Endometrium/FOXA1_Endometrium_2024-07-26.logistic.rds
FOXA1_Liver	data/ENPACT_734_2024-07-26/models/FOXA1_Liver/FOXA1_Liver_2024-07-26.logistic.rds
FOXA1_Lung	data/ENPACT_734_2024-07-26/models/FOXA1_Lung/FOXA1_Lung_2024-07-26.logistic.rds
FOXA1_MammaryGland	data/ENPACT_734_2024-07-26/models/FOXA1_MammaryGland/FOXA1_MammaryGland_2024-07-26.logistic.rds
FOXA1_Pancreaticductal	data/ENPACT_734_2024-07-26/models/FOXA1_Pancreaticductal/FOXA1_Pancreaticductal_2024-07-26.logistic.rds
FOXA1_Prostate	data/ENPACT_734_2024-07-26/models/FOXA1_Prostate/FOXA1_Prostate_2024-07-26.logistic.rds
FOXA1_endometrioidadenocarcinoma	data/ENPACT_734_2024-07-26/models/FOXA1_endometrioidadenocarcinoma/FOXA1_endometrioidadenocarcinoma_2024-07-26.logistic.rds
FOXA2_Colon	data/ENPACT_734_2024-07-26/models/FOXA2_Colon/FOXA2_Colon_2024-07-26.logistic.rds
FOXA2_Embryo	data/ENPACT_734_2024-07-26/models/FOXA2_Embryo/FOXA2_Embryo_2024-07-26.logistic.rds
FOXA2_Liver	data/ENPACT_734_2024-07-26/models/FOXA2_Liver/FOXA2_Liver_2024-07-26.logistic.rds
FOXA2_Lung	data/ENPACT_734_2024-07-26/models/FOXA2_Lung/FOXA2_Lung_2024-07-26.logistic.rds
FOXA2_Skin	data/ENPACT_734_2024-07-26/models/FOXA2_Skin/FOXA2_Skin_2024-07-26.logistic.rds
FOXH1_Embryo	data/ENPACT_734_2024-07-26/models/FOXH1_Embryo/FOXH1_Embryo_2024-07-26.logistic.rds
FOXK2_BoneMarrow	data/ENPACT_734_2024-07-26/models/FOXK2_BoneMarrow/FOXK2_BoneMarrow_2024-07-26.logistic.rds
FOXK2_Liver	data/ENPACT_734_2024-07-26/models/FOXK2_Liver/FOXK2_Liver_2024-07-26.logistic.rds
FOXM1_Blood	data/ENPACT_734_2024-07-26/models/FOXM1_Blood/FOXM1_Blood_2024-07-26.logistic.rds
FOXM1_Brain	data/ENPACT_734_2024-07-26/models/FOXM1_Brain/FOXM1_Brain_2024-07-26.logistic.rds
FOXM1_Breast	data/ENPACT_734_2024-07-26/models/FOXM1_Breast/FOXM1_Breast_2024-07-26.logistic.rds
FOXM1_EmbryonicKidney	data/ENPACT_734_2024-07-26/models/FOXM1_EmbryonicKidney/FOXM1_EmbryonicKidney_2024-07-26.logistic.rds
FOXM1_Endometrium	data/ENPACT_734_2024-07-26/models/FOXM1_Endometrium/FOXM1_Endometrium_2024-07-26.logistic.rds
FOXO1_Endometrium	data/ENPACT_734_2024-07-26/models/FOXO1_Endometrium/FOXO1_Endometrium_2024-07-26.logistic.rds
